displacement_ccm,power_hp,torque_nm,top_speed_kmh,dry_weight_kg,fuel_capacity_l,seat_height_mm,wheelbase_mm,bore_mm,stroke_mm,compression_ratio,power_weight_ratio,power_rpm,category,cooling,transmission,fuel_system,brand,rating,year
1120.0000,130.0000,132.9000,,136.0000,,,,,,,0.9559,8700.0000,Sport,Oil & air,Chain,Injection,,,2009.0000
110.0000,8.0000,7.5000,86.0000,94.0000,4.0000,,,,,,0.0855,8000.0000,Scooter,Air,Belt,,Nipponia,,2009.0000
151.0000,,,,125.0000,,,,,,,,,Scooter,Liquid,Shaft,Carburettor,Motom,,2009.0000
49.6000,3.8000,3.7000,45.0000,110.0000,20.8100,780.0000,,38.9000,41.8000,9.1000,0.0341,7500.0000,Scooter,Air,Belt,Injection,,,2009.0000
124.0000,,,62.8000,114.0000,8.5000,785.0000,,,,,,,Scooter,Air,Belt,Injection,,3.3000,
647.0000,,,,208.7000,17.0300,780.0000,1435.0000,81.5000,62.0000,11.5000,,,Sport,Liquid,Chain,Carburettor,,3.1000,
1078.0000,154.0000,117.0000,267.3000,185.0000,19.0000,805.0000,1411.0000,79.0000,55.0000,13.0000,0.8324,10700.0000,Naked bike,Oil & air,Chain,Injection,,3.3000,2009.0000
745.0000,,52.0000,130.0000,249.0000,19.0000,650.0000,,78.0000,78.0000,,0.1561,,Custom / cruiser,Air,Shaft,Carburettor,,3.3000,
1783.0000,,,,319.0000,19.5000,705.0000,1710.0000,112.0000,90.5000,10.5000,,,Custom / cruiser,Liquid,Shaft,Injection,Suzuki,3.9000,2009.0000
49.7000,,,,85.0000,,,,40.3000,39.0000,12.0000,,,Enduro / offroad,,,Carburettor,,3.1000,2009.0000
1078.0000,,,,157.0000,,,,,,,0.5637,,Super motard,Oil & air,,Injection,,,
125.0000,,,,126.0000,15.9000,680.0000,1450.0000,57.0000,48.8000,9.2000,,,Custom / cruiser,Air,Chain,Carburettor,,2.8000,2009.0000
1078.0000,,125.0000,312.0000,187.0000,21.0000,810.0000,1408.0000,79.0000,55.0000,13.0000,1.0695,,Sport,Liquid,Chain,Injection,MV Agusta,3.3000,
125.0000,,8.0000,85.0000,93.0000,,,,,,,0.0908,,Scooter,Air,,,,,
1638.8000,,,,306.6000,17.0300,640.0000,1666.0000,101.0000,102.0000,8.7000,,,Custom / cruiser,Air,Belt,Injection,Victory,3.3000,
125.0000,,,,110.0000,,785.0000,,,,,,,Scooter,,Belt,Carburettor,,3.1000,
660.0000,,57.0000,160.0000,180.0000,12.2000,900.0000,1530.0000,,,,0.2756,,Super motard,,,,,,
244.0000,,,,155.0000,,,,,,,,,Scooter,Liquid,Belt,Carburettor,,2.8000,2009.0000
1731.0000,97.0000,,,303.0000,17.0300,673.0000,1669.0000,101.0000,108.0000,9.4000,0.3201,,Custom / cruiser,Oil & air,Belt,Injection,,4.1000,2009.0000
998.0000,166.0000,109.0000,301.0000,192.0000,21.0000,810.0000,1408.0000,76.0000,55.0000,13.0000,0.8646,11750.0000,Sport,Liquid,Chain,Injection,,,2009.0000
124.0000,,,,135.0000,8.5000,800.0000,1385.0000,53.5000,55.2000,11.5000,,,Scooter,Liquid,,Injection,,3.2000,2009.0000
124.0000,,7.6000,80.0000,116.0000,6.0000,,,,,,0.0647,,Scooter,Air,Belt,,Nipponia,,
244.0000,,,,148.0000,,800.0000,,,,,,,Scooter,Liquid,Belt,Carburettor,,,2009.0000
125.0000,,,,67.0000,3.5000,790.0000,,,,,0.1567,,Super motard,Oil & air,,Carburettor,,,
1202.9000,103.0000,113.9000,,210.9000,16.6500,,1369.0000,,,10.0000,0.4883,6800.0000,Naked bike,,Belt,Injection,,3.6000,2008.0000
1202.9000,,113.9000,,192.8000,16.6500,,1374.0000,,,10.0000,0.5343,,Enduro / offroad,Oil & air,Belt,Injection,,3.7000,
249.0000,,,,155.0000,11.5000,750.0000,1480.0000,72.7000,60.0000,11.0000,,,Scooter,Liquid,Belt,Carburettor,,2.9000,
134.2000,,11.9000,,133.0000,10.0000,,1305.0000,,,,0.0971,,Sport,Air,,,,3.1000,
124.0000,19.4000,11.7000,105.0000,148.0000,9.0000,815.0000,1360.0000,57.0000,48.6000,11.0000,0.1314,9500.0000,Scooter,Liquid,Belt,Carburettor,,3.2000,2008.0000
124.0000,,,,116.0000,11.0000,795.0000,1305.0000,57.0000,48.6000,11.2000,,,Scooter,Air,Belt,Carburettor,,2.7000,2008.0000
398.0000,,,,124.0000,12.0000,800.0000,,90.0000,62.6000,12.2000,0.3387,,Classic,Liquid,Chain,Carburettor,,,
1202.9000,103.0000,113.9000,,181.4000,,,1372.0000,,,10.0000,0.5677,6800.0000,Naked bike,Oil & air,Belt,Injection,,3.5000,2008.0000
997.6000,,107.0000,,185.0000,,810.0000,1410.0000,97.0000,67.5000,11.8000,0.7394,,Naked bike,Oil & air,,Injection,Aprilia,4.0000,
398.0000,40.0000,,,128.0000,12.0000,830.0000,1500.0000,90.0000,62.6000,,0.3125,,Super motard,Liquid,Chain,Carburettor,,3.2000,2008.0000
230.0000,18.0000,,,118.0000,8.8000,800.0000,1350.0000,67.0000,65.0000,9.2000,0.1525,8500.0000,Enduro / offroad,Air,Chain,,,2.6000,2008.0000
124.0000,,,,118.0000,,800.0000,1350.0000,56.5000,49.5000,9.0000,,,Super motard,,,,,,
124.6000,12.1000,11.0000,120.0000,127.0000,12.5000,800.0000,1385.0000,56.0000,50.6000,7.1000,0.0950,9000.0000,Naked bike,Liquid,,Carburettor,,3.8000,2008.0000
124.0000,,,,110.0000,8.0000,825.0000,1384.0000,56.5000,49.5000,9.2000,,,Allround,Air,Chain,,Derbi,3.2000,
49.3000,,,,73.0000,8.0000,770.0000,1175.0000,40.0000,39.2000,12.5000,,,Scooter,Air,Belt,Carburettor,,3.1000,2008.0000
250.0000,16.1000,,95.0000,158.0000,,,1460.0000,,,,0.1018,,Custom / cruiser,Air,,Carburettor,,,2008.0000
443.0000,,,,128.0000,12.0000,830.0000,,95.0000,62.5000,,0.3125,,Super motard,Liquid,,Carburettor,,,
248.0000,15.0000,22.0000,,150.0000,11.0000,860.0000,1455.0000,69.0000,66.8000,,0.1000,,Scooter,,Belt,Carburettor,Benelli,,2008.0000
1202.9000,,113.9000,,179.2000,14.4500,,1316.0000,,,10.0000,0.5749,,Naked bike,Oil & air,Belt,Injection,Buell,3.3000,
244.3000,,21.0000,128.0000,148.0000,9.0000,,1360.0000,72.0000,60.0000,11.0000,0.2039,,Scooter,Liquid,,Injection,,3.4000,
150.0000,,,95.0000,110.0000,,,1275.0000,,,,0.1035,,Sport,Air,Chain,Carburettor,,,
124.6000,,11.0000,,125.0000,14.0000,,1374.0000,56.0000,50.6000,7.4000,0.0720,,Sport,Liquid,Chain,Carburettor,,3.0000,
154.0000,12.0000,,,126.0000,,,,,,,0.0952,,Scooter,Liquid,Shaft,Carburettor,,3.1000,2008.0000
153.0000,,14.0000,130.0000,126.0000,14.0000,790.0000,1335.0000,58.0000,57.9000,9.0000,0.1111,,Naked bike,Air,Chain,Carburettor,,3.8000,
124.0000,5.2000,,85.0000,120.0000,,,1220.0000,,,,0.0433,7000.0000,Scooter,Air,Shaft,Carburettor,,3.1000,2008.0000
100.0000,,,110.0000,95.0000,,,1215.0000,,,,0.0653,,Sport,Air,Chain,,Dayun,3.0000,
443.0000,,,,128.0000,12.0000,830.0000,,95.0000,62.5000,,0.3125,,Super motard,Liquid,,Carburettor,CCM,,
124.8000,7.6000,,90.0000,126.0000,,,1285.0000,,,,0.0603,,Sport,Air,,,Dayang,3.2000,2008.0000
124.6000,,11.0000,,125.0000,14.0000,,,56.0000,50.6000,,0.0720,,Sport,Liquid,,Carburettor,Cagiva,3.0000,
125.0000,10.1000,,95.0000,110.0000,,,1465.0000,,,,0.0914,,Sport,Air,Chain,Carburettor,Dafier,,2008.0000
125.0000,,11.0000,,148.0000,,820.0000,,57.0000,48.6000,12.5000,0.0997,,Scooter,Liquid,,Carburettor,,,
1202.9000,103.0000,113.9000,,179.2000,14.4500,,1321.0000,,,10.0000,0.5749,6800.0000,Sport,Oil & air,Belt,Injection,,3.4000,2008.0000
125.0000,,,90.0000,127.0000,,,,,,,0.0543,,Naked bike,Air,,Carburettor,,,
150.0000,8.2000,,85.0000,150.0000,,,1340.0000,,,,0.0547,8000.0000,Enduro / offroad,Air,Chain,Carburettor,,2.5000,2008.0000
710.0000,55.0000,,,120.0000,14.0000,830.0000,,105.0000,82.0000,12.2000,0.4583,,Allround,Air,Chain,Carburettor,CCM,3.4000,2008.0000
124.0000,,,,126.0000,12.0000,800.0000,1390.0000,56.5000,49.5000,9.0000,,,Enduro / offroad,,Chain,Carburettor,,2.8000,2008.0000
49.9000,,,,93.0000,7.1000,795.0000,1265.0000,39.0000,41.8000,11.5000,,,Scooter,Air,Belt,Carburettor,,,
449.0000,,,,109.8000,,965.0000,1486.0000,95.0000,63.4000,12.3000,0.4373,,Enduro / offroad,Liquid,,Injection,,,
124.0000,,,,126.0000,8.8000,800.0000,1390.0000,56.5000,49.5000,9.0000,0.0798,,Enduro / offroad,Air,Chain,Carburettor,,3.3000,
250.0000,,16.5000,128.7000,177.8000,17.0300,686.0000,1473.0000,72.0000,60.0000,10.0000,0.1012,,Sport,Liquid,Belt,Carburettor,,3.3000,
125.0000,,,,135.0000,16.0000,780.0000,1380.0000,56.5000,49.5000,,,,Naked bike,,,,,3.3000,2008.0000
49.7000,,,45.0000,92.0000,8.0000,,1375.0000,,,,,,Super motard,Liquid,Chain,Carburettor,,3.4000,2008.0000
460.0000,,42.0000,,199.0000,15.0000,780.0000,1550.0000,92.0000,69.0000,10.5000,0.1853,,Scooter,Liquid,,Injection,,3.2000,
124.2000,,,,110.0000,11.0000,810.0000,1326.0000,58.0000,47.0000,12.0000,0.1828,,Allround,Liquid,Chain,Carburettor,,3.1000,
1916.0000,,,,321.1000,17.7800,616.0000,1969.0000,104.8000,111.1000,9.6000,,,Custom / cruiser,Air,Belt,Carburettor,Big Dog,3.1000,
49.0000,,,,88.0000,7.5000,,,40.0000,39.2000,12.0000,,,Scooter,Liquid,Belt,Carburettor,,3.3000,2008.0000
49.7000,,,45.0000,92.0000,8.0000,,1375.0000,,,,,,Enduro / offroad,Liquid,,Carburettor,,,
893.0000,75.1000,73.0000,,189.0000,16.0000,800.0000,1463.0000,88.0000,69.0000,10.5000,0.3973,8000.0000,Sport,Liquid,Chain,Injection,,4.0000,2008.0000
95.6000,,7.4000,86.0000,77.0000,,,1250.0000,52.0000,45.0000,5.8000,0.0916,,Scooter,Air,,,,3.4000,
123.7000,,,,107.0000,8.0000,,1375.0000,,,,,,Super motard,Air,Chain,,CH Racing,3.3000,
125.0000,,,85.0000,116.0000,,,,,,,0.0621,,Naked bike,Air,Chain,,Dfang,,
125.0000,8.2000,,,140.0000,,,,,,,0.0586,8000.0000,Custom / cruiser,Air,Chain,,,,2008.0000
49.3000,3.7000,,,77.0000,,,1250.0000,40.0000,39.2000,7.2000,0.0481,5500.0000,Scooter,Air,,,Adly,2.5000,2008.0000
1078.0000,92.0000,88.3000,,170.0000,,820.0000,1425.0000,98.0000,71.5000,10.0000,0.5412,8500.0000,Naked bike,Oil & air,,Injection,,3.0000,2008.0000
652.0000,,65.2000,,135.0000,14.0000,800.0000,1368.0000,100.0000,83.0000,11.0000,0.4967,,Naked bike,Liquid,Chain,Injection,,,
150.0000,8.2000,,100.0000,130.0000,,,,,,,0.0631,8000.0000,Sport,Air,Chain,Carburettor,Dfang,,2008.0000
124.0000,,,,90.0000,7.7000,750.0000,1300.0000,,,10.3000,,,Scooter,Air,Belt,Carburettor,,3.1000,2008.0000
49.3000,,,,83.0000,6.2000,815.0000,1240.0000,40.0000,39.2000,,,,Scooter,Air,,Carburettor,,2.8000,2008.0000
250.0000,,,,158.0000,14.5000,700.0000,,,,,,,Custom / cruiser,Air,,Carburettor,,,
124.1000,,,,118.0000,8.0000,890.0000,1452.0000,56.5000,49.5000,9.2000,,,Enduro / offroad,Air,,Carburettor,,3.5000,2008.0000
1170.0000,103.3000,115.0000,,175.0000,13.0000,920.0000,1625.0000,101.0000,73.0000,11.0000,0.5900,7000.0000,Enduro / offroad,Oil & air,Shaft,Injection,,3.8000,2008.0000
125.0000,,,,94.0000,4.0000,750.0000,,,,,,,Scooter,Air,Chain,Carburettor,,,2008.0000
798.0000,,83.0000,,185.0000,16.0000,880.0000,1578.0000,82.0000,75.6000,12.0000,0.4566,,Enduro / offroad,Liquid,,Injection,,3.8000,
249.8000,,,,103.0000,9.5000,920.0000,1480.0000,67.5000,69.8000,,,,Enduro / offroad,Liquid,Chain,Carburettor,,,2008.0000
652.0000,54.0000,58.9000,,135.0000,14.0000,800.0000,1368.0000,100.0000,83.0000,9.7000,0.4000,7000.0000,Naked bike,Liquid,,Injection,CR&S,,2008.0000
49.3000,3.7000,,,75.0000,,,1220.0000,40.0000,39.2000,7.2000,0.0493,5500.0000,Scooter,Air,,,Adly,3.2000,2008.0000
1819.0000,,155.9000,,318.0000,13.2400,,2134.0000,,,,0.3491,,Custom / cruiser,Air,Belt,Injection,,3.7000,
249.8000,,,,103.0000,9.5000,905.0000,1480.0000,67.5000,69.8000,,,,Super motard,Liquid,,Carburettor,Alfer,,
49.9000,,,,118.0000,8.0000,900.0000,1355.0000,39.9000,40.0000,11.0000,,,Enduro / offroad,Liquid,,,Derbi,3.7000,
124.0000,,,,125.0000,8.0000,865.0000,1434.0000,57.0000,48.8000,,,,Enduro / offroad,Air,Chain,Injection,,3.1000,
49.7000,,,,85.0000,6.0000,930.0000,1325.0000,40.3000,39.0000,12.0000,,,Enduro / offroad,Liquid,,Carburettor,,3.2000,
124.0000,,10.5000,,110.0000,10.5000,,1345.0000,,,,0.1828,,Super motard,Air,,Carburettor,Blata,,
149.9000,,,,122.0000,12.0000,818.0000,,59.5000,54.8000,12.0000,,,Scooter,Air,,Carburettor,Benelli,,
49.9000,,,,96.0000,6.5000,850.0000,1390.0000,39.9000,40.0000,11.5000,,,Super motard,Liquid,Chain,Carburettor,,3.1000,
49.0000,,3.7000,,96.0000,6.2000,800.0000,1275.0000,40.0000,39.2000,7.0000,0.0279,,Scooter,Air,,Carburettor,,3.2000,
49.0000,,,,88.0000,7.5000,,,40.0000,39.2000,12.0000,,,Scooter,Liquid,Belt,Carburettor,Beta,3.2000,
124.0000,,,,118.0000,8.0000,845.0000,1452.0000,56.5000,49.5000,9.2000,,,Super motard,Air,Chain,,,3.7000,
125.0000,,,,148.0000,17.0000,790.0000,,,,,,,Sport,Air,Chain,Carburettor,Clipic,,2008.0000
49.7000,,,,85.0000,6.0000,910.0000,1325.0000,40.3000,39.0000,12.0000,,,Super motard,Liquid,,Carburettor,,3.6000,
899.0000,,79.0000,,199.0000,17.0000,780.0000,1443.0000,88.0000,49.2000,12.5000,0.5829,,Naked bike,Liquid,Chain,Injection,,4.1000,
49.3000,,,,79.0000,6.0000,,,,,,,,Scooter,Air,Belt,Carburettor,,,
124.8000,,16.0000,120.0000,118.0000,10.0000,925.0000,1490.0000,54.0000,54.5000,12.5000,0.1898,,Enduro / offroad,Liquid,Chain,Carburettor,Aprilia,3.8000,
652.0000,52.3000,60.0000,170.0000,148.0000,9.5000,870.0000,1498.0000,100.0000,83.0000,11.5000,0.3533,7000.0000,Enduro / offroad,Liquid,Chain,Injection,,3.5000,2008.0000
448.0000,,,,117.5000,8.5000,940.0000,1500.0000,89.0000,72.0000,11.0000,,,Enduro / offroad,Liquid,Chain,Carburettor,Beta,3.9000,
659.7000,,,,164.0000,13.0000,810.0000,1390.0000,100.0000,84.0000,10.0000,,,Naked bike,Liquid,Chain,Injection,,3.5000,2008.0000
1079.0000,,,,168.0000,11.0000,800.0000,1390.0000,98.0000,71.5000,10.0000,,,Sport,Oil & air,,,Bimota,3.4000,
49.0000,,,,88.0000,7.5000,,,40.0000,39.2000,12.0000,,,Scooter,Liquid,Belt,Carburettor,,3.0000,2008.0000
117.0000,,,,318.0000,16.6500,616.0000,2083.0000,,,,,,Custom / cruiser,,Belt,Carburettor,,3.3000,2008.0000
125.0000,,,,76.0000,6.0000,790.0000,,,,,,,Enduro / offroad,Air,Chain,Carburettor,Clipic,,
249.0000,,,,159.7000,14.0000,635.0000,,,,,0.1754,,Custom / cruiser,Oil & air,Chain,Carburettor,,,
349.0000,,,,133.0000,10.5000,870.0000,1410.0000,79.0000,71.2000,9.5000,,,Super motard,Air,,Carburettor,Beta,3.1000,2008.0000
49.0000,,,,102.0000,13.0000,845.0000,1310.0000,39.9000,40.0000,11.5000,,,Naked bike,Liquid,,Carburettor,,3.3000,2008.0000
124.6000,,,,110.0000,6.0000,,,,,,,,Scooter,Air,Belt,,,,2008.0000
652.0000,52.3000,60.0000,165.0000,144.0000,9.5000,930.0000,1500.0000,100.0000,83.0000,11.5000,0.3631,7000.0000,Enduro / offroad,Liquid,Chain,Injection,,3.4000,2008.0000
1170.0000,120.7000,112.0000,,190.0000,17.0000,830.0000,1487.0000,101.0000,73.0000,12.5000,0.6352,8250.0000,Sport,Oil & air,Shaft,Injection,,3.4000,2008.0000
124.0000,,,,92.0000,,,1240.0000,52.4000,57.8000,9.2000,,,Scooter,Air,,,Adly,2.7000,
997.6000,141.1000,107.0000,278.0000,186.0000,18.0000,810.0000,1418.0000,97.0000,67.5000,11.8000,0.7587,10000.0000,Sport,Oil & air,Chain,Injection,,3.8000,2008.0000
124.0000,20.1000,12.0000,,199.0000,15.0000,770.0000,1470.0000,,,12.5000,0.1011,9600.0000,Scooter,Liquid,Belt,Carburettor,Aprilia,3.5000,2008.0000
49.9000,,,,96.0000,6.5000,920.0000,1390.0000,39.9000,40.0000,11.5000,,,Enduro / offroad,Liquid,Chain,Carburettor,,3.5000,2008.0000
49.2000,3.6000,4.2000,,82.0000,7.5000,720.0000,1260.0000,,,,0.0441,6250.0000,Scooter,Air,Belt,Carburettor,,2.9000,2008.0000
1098.0000,95.0000,103.0000,,170.0000,16.0000,800.0000,1435.0000,104.0000,64.5000,12.5000,0.5588,7000.0000,Sport,Liquid,Chain,Injection,,3.6000,2008.0000
49.9000,,,,116.0000,13.0000,,1311.0000,39.9000,40.0000,11.5000,,,Sport,Liquid,,Carburettor,,3.2000,
1170.0000,,115.0000,,198.0000,18.0000,800.0000,1495.0000,101.0000,73.0000,12.0000,0.5418,,Sport,Oil & air,Shaft,Injection,BMW,3.7000,
197.0000,,,95.0000,106.0000,18.0000,,1280.0000,63.5000,62.2000,,,,Sport,Air,Chain,Carburettor,,3.5000,2009.0000
100.0000,4.7000,,80.0000,100.0000,,,,,,,0.0470,7000.0000,Sport,,Chain,,,,2008.0000
124.6000,11.0000,,,160.0000,14.0000,686.0000,1549.0000,44.0000,40.0000,,0.0688,9500.0000,Custom / cruiser,Liquid,Chain,Carburettor,AJS,3.3000,2008.0000
95.6000,8.6000,,82.0000,75.0000,,,1210.0000,52.0000,45.0000,5.8000,0.1147,8500.0000,Scooter,Air,,,,2.5000,2008.0000
1170.0000,,115.0000,,178.0000,16.0000,830.0000,1485.0000,101.0000,73.0000,12.5000,0.7383,,Sport,Oil & air,Shaft,Injection,BMW,3.4000,
49.7000,,,,85.0000,6.0000,925.0000,1325.0000,40.3000,39.0000,12.0000,,,Enduro / offroad,Liquid,,Carburettor,,3.1000,2008.0000
90.0000,,,80.0000,85.0000,,,,,,,0.0541,,Allround,Air,Chain,Carburettor,,,
49.7000,,,45.0000,92.0000,,920.0000,1375.0000,,,,,,Enduro / offroad,Liquid,,Carburettor,,,
1916.0000,,,,307.5000,,648.0000,1854.0000,,,9.6000,,,Custom / cruiser,,Belt,Carburettor,,2.8000,2008.0000
49.3000,,3.0000,,77.0000,,,1250.0000,40.0000,39.2000,7.2000,0.0481,,Scooter,Air,,,Adly,3.3000,
460.0000,,43.0000,160.0000,189.0000,13.2000,,1535.0000,92.0000,69.0000,10.5000,0.2063,,Scooter,Liquid,Belt,,,3.2000,
659.7000,,,,164.0000,13.0000,810.0000,1072.0000,100.0000,84.0000,,,,Sport,Liquid,,Injection,Derbi,,2008.0000
250.0000,,,,117.0000,8.5000,940.0000,1490.0000,75.0000,56.5000,12.0000,,,Enduro / offroad,Liquid,Chain,Carburettor,,3.8000,2008.0000
487.0000,,,,112.0000,8.0000,890.0000,1500.0000,87.0000,82.0000,10.5000,,,Enduro / offroad,Air,Chain,Carburettor,,,
1966.6000,,176.3000,,176.9000,,775.0000,,104.8000,114.3000,,0.7066,,Naked bike,,Chain,,,3.3000,
124.0000,,,,90.0000,,,1255.0000,52.4000,57.8000,9.2000,0.0956,,Scooter,Air,,,,,
49.4000,,,,103.0000,11.0000,835.0000,1338.0000,40.0000,39.3000,10.5000,,,Scooter,Liquid,Belt,,Derbi,3.1000,2008.0000
1170.0000,103.3000,115.0000,,223.0000,33.0000,910.0000,1510.0000,101.0000,73.0000,,0.4630,7500.0000,Enduro / offroad,Oil & air,Shaft,Injection,BMW,3.8000,2008.0000
1079.0000,95.0000,103.0000,,185.0000,16.0000,800.0000,1440.0000,98.0000,71.5000,10.5000,0.5135,7000.0000,Sport,Air,Chain,Injection,,3.2000,2008.0000
123.7000,,,,107.0000,8.0000,,1375.0000,,,,,,Enduro / offroad,Air,Chain,Carburettor,CH Racing,3.5000,2008.0000
1311.1000,,110.9000,202.8000,290.0000,18.5400,714.0000,1689.0000,100.0000,83.0000,9.5000,0.2414,,Custom / cruiser,Liquid,Belt,Injection,,3.5000,
49.9000,,,,97.0000,7.0000,900.0000,1355.0000,39.9000,40.0000,11.0000,,,Super motard,Liquid,Chain,Carburettor,Derbi,3.7000,2008.0000
124.0000,,,,101.0000,,910.0000,1410.0000,56.5000,49.5000,,0.1235,,Enduro / offroad,Air,,,,3.1000,
1157.0000,,127.0000,,227.5000,19.0000,820.0000,1580.0000,79.0000,59.0000,13.0000,0.7073,,Sport,Liquid,Shaft,Injection,,3.5000,
124.2000,,,,117.0000,11.0000,795.0000,1454.0000,58.0000,47.0000,12.0000,0.1282,,Enduro / offroad,,Belt,Carburettor,Derbi,3.3000,
180.8000,19.0000,17.0000,,154.0000,6.0000,810.0000,1391.0000,63.0000,59.0000,12.0000,0.1234,9250.0000,Scooter,Liquid,Belt,Carburettor,Aprilia,3.4000,2008.0000
124.0000,7.8000,6.5000,,90.0000,,,1255.0000,52.4000,57.8000,9.2000,0.0867,7500.0000,Scooter,Air,,Carburettor,,,2008.0000
95.6000,,,,89.0000,6.0000,,,,,,,,Scooter,Air,Belt,Carburettor,Aeon,2.7000,
124.0000,,,,114.0000,,760.0000,,54.0000,54.0000,,0.0882,,Allround,Air,Chain,Carburettor,,3.0000,
849.4000,,96.0000,,168.0000,15.5000,830.0000,1430.0000,94.0000,61.2000,12.0000,0.7976,,Sport,Liquid,Chain,Injection,,3.8000,
748.0000,,78.0000,,208.0000,18.5000,815.0000,1440.0000,68.4000,50.9000,11.3000,,,Naked bike,Liquid,Chain,Injection,,3.4000,2008.0000
1078.0000,,102.9000,,196.0000,20.0000,850.0000,1462.0000,98.0000,71.5000,10.5000,0.4789,,Sport,Air,,Injection,Ducati,3.4000,
49.3000,3.4000,3.9000,45.0000,81.0000,5.0000,,1170.0000,40.3000,39.0000,6.9000,0.0425,7000.0000,Scooter,,Belt,Carburettor,Keeway,3.2000,2008.0000
49.0000,,,,90.0000,10.0000,820.0000,,,,,,,Scooter,Air,Belt,Carburettor,Italjet,3.0000,
123.0000,,8.0000,,115.0000,14.5000,775.0000,1300.0000,54.0000,54.0000,10.0000,0.0711,,Sport,Air,,,Jianshe,,
248.0000,17.7000,16.0000,115.0000,150.0000,14.0000,,1530.0000,49.0000,66.0000,9.4000,0.1180,8000.0000,Custom / cruiser,Air,,,,3.0000,2008.0000
150.0000,9.0000,,95.0000,120.0000,,,,,,,0.0750,,Sport,Air,,Carburettor,,,2008.0000
1078.0000,,103.1000,,177.0000,12.4000,845.0000,1455.0000,98.0000,71.5000,,0.5085,,Super motard,Air,,Injection,,3.7000,
197.0000,,10.9000,,139.0000,,860.0000,1375.0000,63.5000,62.2000,,0.1379,,Allround,Air,Chain,,Hartford,3.2000,
651.9000,,57.0000,160.0000,190.0000,17.0000,820.0000,1518.0000,100.0000,83.0000,,0.2498,,Allround,Liquid,,,,,
249.0000,,,,118.8000,7.1900,884.0000,1440.0000,72.0000,61.2000,11.0000,,,Super motard,Liquid,Chain,Carburettor,Kawasaki,3.0000,
124.9000,,,,110.0000,10.0000,815.0000,,,,,,,Scooter,Liquid,,Carburettor,,3.2000,2008.0000
99.6000,,,,95.0000,4.0000,745.0000,1500.0000,,,,,,Scooter,Air,Belt,Carburettor,,3.3000,2008.0000
249.0000,,,,170.0000,5.0000,750.0000,1500.0000,,,,,,Scooter,,,Injection,,3.2000,
248.0000,,,,140.0000,9.0000,,,,,,0.1264,,Sport,Air,,Carburettor,,3.6000,
647.0000,,,,200.0000,17.0000,705.0000,1665.0000,,,,,,Custom / cruiser,Liquid,,Injection,,3.3000,
49.6000,6.3000,5.7000,45.0000,86.0000,10.0000,,1380.0000,40.3000,39.0000,7.0000,0.0733,8500.0000,Enduro / offroad,Liquid,Chain,,,3.4000,2008.0000
124.5000,,9.6000,101.0000,125.0000,9.0000,790.0000,1500.0000,57.0000,48.8000,9.9000,0.0696,,Allround,,Chain,,,3.7000,
647.0000,,,,184.6000,17.0300,762.0000,,,,,,,Naked bike,Liquid,,Carburettor,Italjet,3.2000,
124.0000,12.6000,9.2000,108.0000,103.0000,6.5000,830.0000,1350.0000,56.5000,49.5000,9.0000,0.1223,8200.0000,Sport,Air,,Carburettor,,3.0000,2008.0000
343.5000,,32.0000,125.0000,148.0000,17.0000,860.0000,1400.0000,58.0000,65.0000,9.8000,0.1540,,Enduro / offroad,Air,,,,3.1000,
124.0000,,9.2000,95.0000,115.0000,17.0000,820.0000,1370.0000,56.5000,49.5000,9.0000,0.1096,,Sport,Air,,Carburettor,Jawa-CZ,,
748.0000,,78.0000,,207.0000,18.5000,815.0000,1440.0000,68.4000,50.9000,11.3000,,,Naked bike,Liquid,,Injection,,3.8000,
124.0000,,8.7000,,124.0000,12.0000,860.0000,1375.0000,56.5000,49.5000,9.0000,0.0887,,Sport,Air,,Carburettor,,3.2000,
49.3000,,3.9000,45.0000,86.0000,4.8000,,1270.0000,40.3000,39.0000,,0.0400,,Scooter,,,,,2.8000,
992.0000,90.8000,,,181.0000,15.0000,825.0000,1425.0000,94.0000,71.5000,10.0000,0.5015,8000.0000,Classic,Air,,Injection,,3.6000,2008.0000
124.0000,9.8000,,,124.0000,,,,,,,0.0789,,Custom / cruiser,,,,,2.9000,2008.0000
124.0000,,9.9000,95.0000,150.0000,15.0000,,1300.0000,56.5000,49.5000,9.0000,0.0715,,Allround,Air,,,Keeway,3.4000,
101.0000,,,,105.0000,11.5000,730.0000,,52.0000,47.6000,,,,Scooter,Liquid,Belt,,,2.9000,
49.0000,,,,72.0000,6.0000,770.0000,,40.0000,39.3000,,0.0694,,Scooter,Air,Belt,,,2.9000,
124.9000,7.6000,,80.0000,133.0000,10.5000,870.0000,,,,,0.0574,,Enduro / offroad,Air,Chain,,,,2008.0000
599.0000,,40.0000,,167.0000,17.0300,820.0000,1405.0000,67.0000,42.5000,13.3000,,,Sport,Air,Chain,Injection,Kawasaki,3.9000,
249.0000,,21.7000,,151.0000,18.1600,780.0000,1389.0000,62.0000,41.2000,11.6000,,,Sport,Liquid,Chain,Carburettor,Kawasaki,3.9000,2008.0000
1099.0000,134.0000,122.6000,,171.0000,15.5000,820.0000,1430.0000,104.0000,64.7000,12.5000,0.7836,9750.0000,Sport,Liquid,,Injection,Ducati,3.8000,2008.0000
124.0000,,,90.0000,130.0000,6.0000,,,,,,0.0670,,Custom / cruiser,Air,,Carburettor,,3.4000,
